Operation Aurora	Law_Crime
Typhoon Parma	Disaster_Accident
Islamist insurgency in Somalia (2007-present)	War_Conflict
Dennis Hopper	Other
Mars Exploration Rover Mission	Technology_Internet
War on Terrorism	War_Conflict
2010 Nigerien coup d'état	War_Conflict
Global financial crisis of September-October 2008	Business_Finance
Stephen Gately	Other
2013–14 Tunisian protests	War_Conflict
Nawaz Sharif	Politics
2008 Vilnius NATO meeting	Internaltion_Relation
2010 Zahedan bombings	War_Conflict
2010 Polish Air Force Tu-154 crash	Disaster_Accident
Toronto propane explosion	Disaster_Accident
Operation Herrick	War_Conflict
Anbar campaign 2013–14	Politics
Guinea	Other
Garda phone recordings controversy	Law_Crime
United States presidential election, 2008	Politics
Ukrainian presidential election, 2004	Politics
United Kingdom general election, 2005	Politics
Global financial crisis of 2008-2009	Business_Finance
Islamic insurgency in Algeria (2002-present)	War_Conflict
Kivu conflict	War_Conflict
Illness of Yasser Arafat	Politics
2011 Mumbai bombings	War_Conflict
United Kingdom general election, 2010	Politics
2010 Kyrgyzstan crisis	War_Conflict
Russo-Georgian War	War_Conflict
Air travel disruption after the 2010 Eyjafjallajökull eruption	Disaster_Accident
Air France	Other
2008-2009 Israel-Gaza conflict	War_Conflict
September 11 attacks	War_Conflict
2010 Greek riots	Politics
Elections in Bulgaria	Politics
2010 NCAA conference realignment	Sports
Tehran International Conference on Disarmament and Non-Proliferation, 2010	Internaltion_Relation
2007 Lebanon conflict	War_Conflict
Capture of Saddam Hussein	War_Conflict
Zimbabwe	Other
2006 Israel-Lebanon conflict	War_Conflict
2011 Inner Mongolia unrest	War_Conflict
2006 Iranian sumptuary law controversy	Law_Crime
Timeline of the Egyptian Crisis under the Supreme Council of the Armed Forces	War_Conflict
North Korea	Internaltion_Relation
Swimming at the 2008 Summer Olympics	Sports
Al Jazeera bombing memo	War_Conflict
H5N1	Disaster_Accident
War in Somalia 200609	War_Conflict
2007 Pacific typhoon season#Typhoon Man-yi .28Bebeng.29	Disaster_Accident
80th Academy Awards	Entertaintment_Culture
2005 Quran desecration controversy	Religion
CambodianThai border dispute	War_Conflict
United States Democratic Party	Politics
Dissenters March	War_Conflict
Westgate shopping mall attack	War_Conflict
Georgia (country)	Other
Iranian presidential election, 2005	Politics
Machu Picchu	Other
Hurricane Katrina	Disaster_Accident
Northern Bank robbery	Law_Crime
Great Recession in Russia	Business_Finance
2010 Central European floods	Disaster_Accident
Clashes in Kenya (2007-present)	War_Conflict
2010 United Kingdom student protests	War_Conflict
2008 unrest in Bolivia	War_Conflict
List of countries by Independence Day	Other
2008 Sichuan earthquake	Disaster_Accident
Iraqi insurgency 200311	War_Conflict
MexicoUnited States relations	Internaltion_Relation
2009 G-20 Pittsburgh summit	Internaltion_Relation
IranUnited States relations	War_Conflict
May 2010 Central European floods	Disaster_Accident
Television New Zealand	Other
2014 IndiaPakistan floods	Disaster_Accident
Battle of Tripoli 2011	War_Conflict
Presidential transition of Benigno Aquino III	Politics
"Australian federal election, 2007"	Politics
Hurricane Irene	Disaster_Accident
Democratic Party presidential primaries 2008	Politics
Pakistani state of emergency 2007	War_Conflict
October 2010 Sumatra earthquake and tsunami	Disaster_Accident
Democratic Party presidential primaries 2004	Politics
May 2005 unrest in Uzbekistan	War_Conflict
2010 Uganda landslide	Disaster_Accident
Indonesian presidential election, 2009	Politics
2011–14 Saudi Arabian protests	War_Conflict
201314 NBA season	protests
Somali Civil War (2006-present)	War_Conflict
2008 East Timor assassination attempts	War_Conflict
GeorgianOssetian conflict	War_Conflict
Democratic Republic of the Congo	Other
2010 FIFA World Cup	Sports
April 2730 2014 tornado outbreak	Disaster_Accident
Kyrgyz Revolution of 2010	War_Conflict
2013 Shahbag protests	War_Conflict
Hurricane Gustav (2008)	Disaster_Accident
Great Recession	Business_Finance
Russian financial crisis of 2008-2009	Business_Finance
52nd Annual Grammy Awards	Entertaintment_Culture
British-Irish Council	Internaltion_Relation
Falkland Islands sovereignty dispute	War_Conflict
South Sudanese Civil War	War_Conflict
Subprime mortgage crisis	Business_Finance
Late 2000s recession	Business_Finance
Chibok schoolgirls kidnapping	Law_Crime
2014 PSA World Tour	Sports
United States debtceiling crisis of 2011	Business_Finance
Hosni Mubarak	Politics
Romani diaspora	Other
Results of the Republican Party presidential primaries, 2012#Super Tuesday	Politics
2007 Peru earthquake	Disaster_Accident
2009 Honduran coup d'état	War_Conflict
2008 conflict in Lebanon	War_Conflict
April 2010 Kohat bombings	War_Conflict
History of Iraq 200311	War_Conflict
2007 Zimbabwean political crisis	Politics
Chadian Civil War (2005–10)	War_Conflict
2009 Sierra Leone shipwreck	Disaster_Accident
List of terrorist incidents, 2010#April	War_Conflict
2007–08 NFL playoffs	Sports
Tropical cyclone	Disaster_Accident
Eurozone crisis	Business_Finance
Central African Republic Bush War	War_Conflict
United States general elections, 2008	Politics
Cedar Revolution	War_Conflict
United States general elections, 2006	Politics
2006 Thailand coup d'état	War_Conflict
United States general elections, 2005	Politics
2006 alAskari Mosque bombing	War_Conflict
Colombia	Other
52nd Grammy Awards	Entertaintment_Culture
2008 Ukrainian political crisis	War_Conflict
SyriaUnited States relations	War_Conflict
2010–11 Queensland floods	Disaster_Accident
Tornadoes of 2008	Disaster_Accident
Regensburg lecture	Religion
London Marathon	Sports
World AIDS Day	Health_Medical_Pharma
2010 China floods	Disaster_Accident
Jyllands-Posten Muhammad cartoons controversy	Religion
Al-Qaeda	War_Conflict
Northern Mariana Islands general election, 2009	Politics
2009 Honduran constitutional crisis	Politics
July 2009 Ürümqi riots	Politics
Responsible Parenthood and Reproductive Health Act of 2012	Health_Medical_Pharma
Operation Red Dawn	War_Conflict
Belgian federal election 2010	Politics
Ebola virus outbreak in the United States	Health_Medical_Pharma
Fukushima Daiichi Nuclear Power Plant	War_Conflict
2008 NFL season	Sports
2008 Chinese milk scandal	Health_Medical_Pharma
Hurricane Dean	Disaster_Accident
2008 South Ossetian War	War_Conflict
2012 attacks on Israeli diplomats	War_Conflict
Japan	Other
Battle of Mogadishu 201011	War_Conflict
Operation Summer Rains	War_Conflict
April 2013 Bachu unrest	War_Conflict
Ukraine presidential election, 2004	Politics
Republic of China presidential election 2004	War_Conflict
Georgia-Russia spying dispute	War_Conflict
Human rights in the Islamic Republic of Iran	Law_Crime
2008 stock market downturn	Business_Finance
Sri Lanka	Other
Quebec general election, 2008	Politics
Atomic bombings of Hiroshima and Nagasaki	War_Conflict
2008–14 Irish financial crisis	Business_Finance
2008 unrest in Lebanon	War_Conflict
Kenya Airways Flight 507	Disaster_Accident
July 12, 2007 Baghdad airstrike	War_Conflict
Yasukuni Shrine	War_Conflict
2012–14 Iraqi protests	War_Conflict
Athletics at the 2008 Summer Olympics	Sports
2007 Burmese anti-government protests	War_Conflict
Operation Scorched Earth#Fighting spreads	War_Conflict
Ryanggang explosion	Disaster_Accident
US presidential election, 2004	Politics
Egyptian parliamentary election 2014	Politics
Financial crisis of 2007–2010	Business_Finance
Nobel Prize	Other
Haiti cholera outbreak	Disaster_Accident
Super Bowl XXXVIII	Sports
United States Supreme Court	Law_Crime
Typhoon Parma (2009)	Disaster_Accident
California wildfires of October 2007	Disaster_Accident
Greek economy referendum	Business_Finance
Iraqi insurgency (Iraq War)	War_Conflict
Venezuela	Other
2011 Missouri River Flood	Disaster_Accident
2014 Kunming attack	War_Conflict
2013 in the United Kingdom	Other
General (United States)	Politics
2008 Tibetan unrest	War_Conflict
Jordanian protests 2011–2014	War_Conflict
List of national independence days	Other
Catalan selfdetermination referendum 2014	Politics
2011 East Africa drought	Disaster_Accident
2014 antiwar protests in Russia	War_Conflict
FatahHamas conflict	War_Conflict
2008 attack on Omdurman and Khartoum	War_Conflict
2006 shelling of Beit Hanoun	War_Conflict
Russian financial crisis of 2008-2009	Business_Finance
2004 Ukrainian presidential election	Politics
2008-2009 Israel-Gaza conflict	War_Conflict
New Orleans	Other
Hurricane Ike	Disaster_Accident
2010 French pension reform strikes	Business_Finance
Crimean status referendum 2014	War_Conflict
Yemeni Revolution	War_Conflict
2007 Greek forest fires	Disaster_Accident
December 2006 Hamas-Fatah clashes	War_Conflict
Chadian-Sudanese conflict	War_Conflict
International Quds Day	Religion
2006 Tonga riots	War_Conflict
Bombardment of Yeonpyeong	War_Conflict
Nuclear Security Summit (2010)	Internaltion_Relation
2006 Nukualofa riots	War_Conflict
Virginia Tech massacre	War_Conflict
November 2009 Great Britain and Ireland floods	Disaster_Accident
Georgian-Abkhazian conflict	War_Conflict
Saffron Revolution	War_Conflict
2004 Atlantic hurricane season	Disaster_Accident
Sri Lankan Civil War	War_Conflict
Puerto Rico General Elections of 2004	Politics
July 2009 Mindanao bombings	War_Conflict
2006 Israel-Lebanon crisis	War_Conflict
Ashura protests	War_Conflict
Financial crisis of 2007–08	Business_Finance
Human Rights	Other
Mass media	Other
March 2013 Srinagar attack	War_Conflict
East Timor	Other
British–Irish Council	Politics
History of Iraq (2003–11)	War_Conflict
Democratic Party presidential primaries, 2004	Politics
United States presidential election, 2004	Politics
Republic of China presidential election, 2004	Politics
Iraqi insurgency (2003–11)	War_Conflict
United States presidential election debates, 2004	Politics
Puerto Rican general election, 2004	Politics
Cause of Yasser Arafat's death	Other
United States elections, 2005	Politics
2006 al-Askari Mosque bombing	War_Conflict
United States elections, 2006	Politics
War in Somalia (2006–09)	War_Conflict
2006 Nuku‘alofa riots	War_Conflict
Fatah–Hamas conflict	War_Conflict
Pakistani state of emergency, 2007	Politics
Dissenters' March	Politics
Democratic Party presidential primaries, 2008	Politics
Zimbabwean general election, 2008	Politics
Georgian–Ossetian conflict	War_Conflict
Colombian parliamentary election, 2010	Politics
Mexico–United States relations	International_Relation
Belgian federal election, 2010	Politics
Jebel al-Zayt oil spill	Business_Finance
South-East European Cooperation Process	Politics
Colombia–Venezuela relations	International_Relation
Battle of Mogadishu (2010–11)	War_Conflict
Jordanian general election, 2010	Politics
Dragon (spacecraft)	Other
2010–11 NFL playoffs	Sports
January 31 – February 2, 2011 North American blizzard	Disaster_Accident
Cambodian–Thai border dispute War_Conflict	
2010–12 Algerian protests	War_Conflict
Jordanian protests (2011–2014)	War_Conflict
Kuwaiti protests (2011–2012)	War_Conflict
Scottish Parliament general election, 2011	Politics
United States debt-ceiling crisis of 2011	Business_Finance
Siege of Hama (2011)	War_Conflict
Battle of Tripoli (2011)	War_Conflict
Death and state funeral of Kim Jong-il	Other
Greek government-debt crisis	Business_Finance
March 2–3, 2012 tornado outbreak	Disaster_Accident
2012 Malian coup d'état	War_Conflict
2012 G-20 Los Cabos summit	Business_Finance	
Egyptian parliamentary election, 2014	Politics
Quneitra Governorate clashes (2012–2014)	War_Conflict
Islamist unrest in Egypt (2013–14)	War_Conflict
Protests in Sudan (2011–present)	War_Conflict
Iran–United States relations	International_Relation
St. Jude storm	Disaster_Accident
2013–14 North American cold wave	Disaster_Accident
Catalan self-determination referendum, 2014	Politics	
Anbar campaign (2013–14)	Politics
Inter-rebel conflict during the Syrian Civil War	War_Conflict
North Korea–United States relations	International_Relation
Crimean status referendum, 2014	Politics
2014 anti-war protests in Russia	War_Conflict
Syria–United States relations	International_Relation
April 27–30, 2014 tornado outbreak	Disaster_Accident
Libyan Civil War of 2014\" class=\"mw-redirect	War_Conflict
2013–14 NBA season	Sports
Timeline of the 2014 pro-Russian unrest in Ukraine	War_Conflict
R v Coulson, Brooks and others	Other
2014 American-led intervention in Iraq	War_Conflict
2014 India–Pakistan floods	Disaster_Accident
Bosnian general election, 2014	Politics
